Unnamed: 0,t,delta_t,ap0,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,ap9,ap10,ap11,ap12,ap13,ap14,ap15,ap16,ap17,ap18,ap19,ap20,ap21,ap22,ap23,ap24,ap25,ap26,ap27,ap28,ap29,ap30,ap31,ap32,ap33,ap34,ap35,ap36,ap37,ap38,ap39,ap40,ap41,ap42,match
21,1541149524919,17050,0.65,0.2833333333333333,0.65,0.7166666666666667,0.65,0.7166666666666667,0.26666666666666666,0.2833333333333333,0.6833333333333333,0.2833333333333333,0.7166666666666667,0.5833333333333334,0.2,0.16666666666666666,0.2833333333333333,0.6833333333333333,0.6333333333333333,0.0,0.0,0.6333333333333333,0.0,0.0,0.6333333333333333,0.0,0.65,0.0,0.6333333333333333,0.0,0.0,0.6333333333333333,0.0,0.0,0.4666666666666667,0.4,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
22,1541149524940,17071,0.65,0.2833333333333333,0.65,0.0,0.65,0.0,0.26666666666666666,0.2833333333333333,0.0,0.2833333333333333,0.0,0.5833333333333334,0.2,0.16666666666666666,0.2833333333333333,0.0,0.6333333333333333,0.0,0.0,0.6333333333333333,0.0,0.0,0.6333333333333333,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.4,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
25,1541149525016,17147,0.65,0.2833333333333333,0.65,0.7166666666666667,0.65,0.7166666666666667,0.26666666666666666,0.2833333333333333,0.6833333333333333,0.2833333333333333,0.7166666666666667,0.5833333333333334,0.2,0.16666666666666666,0.2833333333333333,0.6833333333333333,0.6333333333333333,0.0,0.6666666666666666,0.6333333333333333,0.0,0.0,0.6333333333333333,0.8333333333333334,0.65,0.8333333333333334,0.6333333333333333,0.9666666666666668,0.0,0.6333333333333333,0.0,0.0,0.4666666666666667,0.4,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
28,1541149525085,17216,0.65,0.2833333333333333,0.65,0.7166666666666667,0.65,0.7166666666666667,0.26666666666666666,0.2833333333333333,0.6833333333333333,0.2833333333333333,0.7166666666666667,0.5833333333333334,0.2,0.16666666666666666,0.2833333333333333,0.0,0.6333333333333333,0.0,0.0,0.6333333333333333,0.0,0.0,0.6333333333333333,0.0,0.65,0.0,0.6333333333333333,0.0,0.0,0.6333333333333333,0.0,0.0,0.4666666666666667,0.4,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
35,1541149525234,17365,0.65,0.2833333333333333,0.65,0.0,0.65,0.0,0.26666666666666666,0.2833333333333333,0.0,0.2833333333333333,0.0,0.5833333333333334,0.2,0.16666666666666666,0.2833333333333333,0.0,0.6333333333333333,0.0,0.0,0.6333333333333333,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.4,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
37,1541149525272,17403,0.65,0.2833333333333333,0.65,0.7166666666666667,0.65,0.7166666666666667,0.26666666666666666,0.2833333333333333,0.6833333333333333,0.2833333333333333,0.7166666666666667,0.5833333333333334,0.2,0.16666666666666666,0.2833333333333333,0.6833333333333333,0.6333333333333333,1.0333333333333334,0.6666666666666666,0.6333333333333333,1.0333333333333334,1.0333333333333334,0.6333333333333333,0.8333333333333334,0.65,0.8333333333333334,0.6333333333333333,0.9666666666666668,0.0,0.6333333333333333,0.85,0.0,0.4666666666666667,0.4,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
42,1541149525364,17495,0.0,0.2833333333333333,0.0,0.0,0.0,0.0,0.26666666666666666,0.2833333333333333,0.0,0.2833333333333333,0.0,0.0,0.2,0.16666666666666666,0.2833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
44,1541149525490,17621,0.65,0.2833333333333333,0.65,0.7166666666666667,0.65,0.7166666666666667,0.26666666666666666,0.2833333333333333,0.6833333333333333,0.2833333333333333,0.7166666666666667,0.5833333333333334,0.2,0.16666666666666666,0.2833333333333333,0.6833333333333333,0.6333333333333333,1.0333333333333334,0.6666666666666666,0.6333333333333333,1.0333333333333334,1.0333333333333334,0.6333333333333333,0.8333333333333334,0.65,0.8333333333333334,0.6333333333333333,0.85,1.0333333333333334,0.6333333333333333,0.85,0.0,0.4666666666666667,0.4,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
53,1541149525709,17840,0.0,0.2833333333333333,0.0,0.0,0.0,0.0,0.26666666666666666,0.2833333333333333,0.0,0.2833333333333333,0.0,0.0,0.2,0.16666666666666666,0.2833333333333333,0.0,0.6333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.4,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
54,1541149525733,17864,0.0,0.2833333333333333,0.0,0.0,0.0,0.0,0.26666666666666666,0.2833333333333333,0.0,0.2833333333333333,0.0,0.0,0.2,0.16666666666666666,0.2833333333333333,0.0,0.6333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.4,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
63,1541149525902,18033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
68,1541149526008,18139,0.65,0.2833333333333333,0.65,0.0,0.65,0.0,0.26666666666666666,0.2833333333333333,0.0,0.2833333333333333,0.0,0.5833333333333334,0.2,0.16666666666666666,0.2833333333333333,0.0,0.6333333333333333,0.0,0.0,0.6333333333333333,0.0,0.0,0.6333333333333333,0.0,0.65,0.0,0.6333333333333333,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.4,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
77,1541149526201,18332,0.65,0.2833333333333333,0.65,0.7166666666666667,0.65,0.7166666666666667,0.26666666666666666,0.2833333333333333,0.6833333333333333,0.2833333333333333,0.7166666666666667,0.5833333333333334,0.2,0.16666666666666666,0.2833333333333333,0.6833333333333333,0.6333333333333333,0.0,0.6666666666666666,0.6333333333333333,0.0,0.0,0.6333333333333333,0.8333333333333334,0.65,0.8333333333333334,0.6333333333333333,0.85,0.0,0.6333333333333333,0.85,0.0,0.4666666666666667,0.4,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
87,1541149529932,22063,0.7166666666666667,0.31666666666666665,0.7166666666666667,0.6666666666666666,0.7166666666666667,0.65,0.3,0.3,0.6833333333333333,0.3,0.6666666666666666,0.7,0.21666666666666667,0.2333333333333333,0.2833333333333333,0.45,0.45,0.9,0.4666666666666667,0.5833333333333334,0.9,0.9,0.55,0.8,0.4666666666666667,0.8333333333333334,0.5666666666666667,0.8166666666666667,1.0333333333333334,0.55,0.85,0.0,0.3,0.4,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
88,1541149529963,22094,0.7166666666666667,0.31666666666666665,0.7166666666666667,0.6666666666666666,0.7166666666666667,0.65,0.3,0.3,0.6833333333333333,0.3,0.6666666666666666,0.0,0.21666666666666667,0.2333333333333333,0.2833333333333333,0.45,0.45,0.0,0.4666666666666667,0.5833333333333334,0.0,0.0,0.55,0.0,0.4666666666666667,0.0,0.5666666666666667,0.0,0.0,0.55,0.0,0.0,0.3,0.4,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
90,1541149530020,22151,0.0,0.31666666666666665,0.0,0.0,0.0,0.65,0.3,0.3,0.0,0.3,0.0,0.0,0.21666666666666667,0.2333333333333333,0.2833333333333333,0.45,0.45,0.0,0.4666666666666667,0.5833333333333334,0.0,0.0,0.55,0.0,0.4666666666666667,0.0,0.5666666666666667,0.0,0.0,0.55,0.0,0.0,0.3,0.4,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
91,1541149530040,22171,0.0,0.31666666666666665,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.21666666666666667,0.2333333333333333,0.2833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
94,1541149530112,22243,0.7166666666666667,0.31666666666666665,0.7166666666666667,0.6666666666666666,0.7166666666666667,0.65,0.3,0.3,0.6833333333333333,0.3,0.6666666666666666,0.7,0.21666666666666667,0.2333333333333333,0.2833333333333333,0.45,0.45,0.9,0.4666666666666667,0.5833333333333334,0.9,0.0,0.55,0.8,0.4666666666666667,0.0,0.5666666666666667,0.0,0.0,0.55,0.0,0.0,0.3,0.4,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
98,1541149530203,22334,0.0,0.31666666666666665,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.21666666666666667,0.2333333333333333,0.2833333333333333,0.45,0.45,0.0,0.4666666666666667,0.0,0.0,0.0,0.55,0.0,0.4666666666666667,0.0,0.5666666666666667,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
99,1541149530226,22357,0.7166666666666667,0.31666666666666665,0.7166666666666667,0.6666666666666666,0.7166666666666667,0.65,0.3,0.3,0.6833333333333333,0.3,0.6666666666666666,0.7,0.21666666666666667,0.2333333333333333,0.2833333333333333,0.45,0.45,0.9,0.4666666666666667,0.5833333333333334,0.9,0.9,0.55,0.8,0.4666666666666667,0.8333333333333334,0.5666666666666667,0.8166666666666667,0.0,0.55,0.85,0.0,0.3,0.4,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
104,1541149530339,22470,0.0,0.31666666666666665,0.0,0.6666666666666666,0.0,0.65,0.3,0.3,0.6833333333333333,0.3,0.6666666666666666,0.0,0.21666666666666667,0.2333333333333333,0.2833333333333333,0.45,0.45,0.0,0.4666666666666667,0.5833333333333334,0.0,0.0,0.55,0.0,0.4666666666666667,0.0,0.5666666666666667,0.0,0.0,0.55,0.0,0.0,0.3,0.4,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
106,1541149530385,22516,0.0,0.31666666666666665,0.0,0.6666666666666666,0.0,0.65,0.3,0.3,0.0,0.3,0.0,0.0,0.21666666666666667,0.2333333333333333,0.2833333333333333,0.45,0.45,0.0,0.4666666666666667,0.5833333333333334,0.0,0.0,0.55,0.0,0.4666666666666667,0.0,0.5666666666666667,0.0,0.0,0.55,0.0,0.0,0.3,0.4,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
111,1541149530499,22630,0.7166666666666667,0.31666666666666665,0.7166666666666667,0.6666666666666666,0.7166666666666667,0.65,0.3,0.3,0.6833333333333333,0.3,0.6666666666666666,0.7,0.21666666666666667,0.2333333333333333,0.2833333333333333,0.45,0.45,0.9,0.4666666666666667,0.5833333333333334,0.9,0.9,0.55,0.8,0.4666666666666667,0.8333333333333334,0.5666666666666667,0.8166666666666667,0.0,0.55,0.0,0.0,0.3,0.4,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
113,1541149530554,22685,0.7166666666666667,0.31666666666666665,0.7166666666666667,0.6666666666666666,0.7166666666666667,0.65,0.3,0.3,0.6833333333333333,0.3,0.6666666666666666,0.7,0.21666666666666667,0.2333333333333333,0.2833333333333333,0.45,0.45,0.9,0.4666666666666667,0.5833333333333334,0.9,0.9,0.55,0.8,0.4666666666666667,0.8333333333333334,0.5666666666666667,0.0,0.0,0.55,0.0,0.0,0.3,0.4,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
124,1541149530793,22924,0.0,0.31666666666666665,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.21666666666666667,0.2333333333333333,0.2833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
126,1541149530836,22967,0.0,0.31666666666666665,0.0,0.0,0.0,0.65,0.3,0.3,0.0,0.3,0.0,0.0,0.21666666666666667,0.2333333333333333,0.2833333333333333,0.45,0.45,0.0,0.4666666666666667,0.0,0.0,0.0,0.55,0.0,0.4666666666666667,0.0,0.5666666666666667,0.0,0.0,0.55,0.0,0.0,0.3,0.4,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
133,1541149530979,23110,0.0,0.31666666666666665,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.21666666666666667,0.2333333333333333,0.2833333333333333,0.45,0.45,0.0,0.4666666666666667,0.0,0.0,0.0,0.55,0.0,0.4666666666666667,0.0,0.5666666666666667,0.0,0.0,0.55,0.0,0.0,0.3,0.4,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
137,1541149531081,23212,0.7166666666666667,0.31666666666666665,0.7166666666666667,0.6666666666666666,0.7166666666666667,0.65,0.3,0.3,0.6833333333333333,0.3,0.6666666666666666,0.7,0.21666666666666667,0.2333333333333333,0.2833333333333333,0.45,0.45,0.0,0.4666666666666667,0.5833333333333334,0.0,0.0,0.55,0.8,0.4666666666666667,0.0,0.5666666666666667,0.0,0.0,0.55,0.0,0.0,0.3,0.4,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
151,1541149531399,23530,0.0,0.31666666666666665,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.21666666666666667,0.2333333333333333,0.2833333333333333,0.45,0.45,0.0,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
157,1541149531591,23722,0.7166666666666667,0.31666666666666665,0.7166666666666667,0.6666666666666666,0.7166666666666667,0.65,0.3,0.3,0.6833333333333333,0.3,0.6666666666666666,0.7,0.21666666666666667,0.2333333333333333,0.2833333333333333,0.45,0.45,0.9,0.4666666666666667,0.5833333333333334,0.9,0.9,0.55,0.8,0.4666666666666667,0.8333333333333334,0.5666666666666667,0.8833333333333333,1.0333333333333334,0.55,0.85,0.0,0.3,0.4,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
159,1541149531636,23767,0.7166666666666667,0.31666666666666665,0.7166666666666667,0.6666666666666666,0.7166666666666667,0.65,0.3,0.3,0.6833333333333333,0.3,0.6666666666666666,0.7,0.21666666666666667,0.2333333333333333,0.2833333333333333,0.45,0.45,0.0,0.4666666666666667,0.5833333333333334,0.0,0.0,0.55,0.0,0.4666666666666667,0.0,0.5666666666666667,0.0,0.0,0.55,0.0,0.0,0.3,0.4,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
165,1541149531797,23928,0.7166666666666667,0.31666666666666665,0.7166666666666667,0.6666666666666666,0.7166666666666667,0.65,0.3,0.3,0.6833333333333333,0.3,0.6666666666666666,0.7,0.21666666666666667,0.2333333333333333,0.2833333333333333,0.45,0.45,0.9,0.4666666666666667,0.5833333333333334,0.9,0.9,0.55,0.8,0.4666666666666667,0.8333333333333334,0.5666666666666667,0.8833333333333333,0.0,0.55,0.85,0.0,0.3,0.4,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
169,1541149531874,24005,0.0,0.31666666666666665,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.21666666666666667,0.2333333333333333,0.2833333333333333,0.45,0.45,0.0,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
171,1541149535488,27619,0.7166666666666667,0.25,0.7166666666666667,0.7833333333333333,0.7333333333333333,0.7666666666666667,0.25,0.2333333333333333,0.7833333333333333,0.25,0.75,0.7166666666666667,0.31666666666666665,0.3,0.3666666666666665,0.5833333333333334,0.6,0.95,0.6,0.6666666666666666,0.95,0.7333333333333333,0.6833333333333333,0.8666666666666667,0.6,0.8666666666666667,0.7,0.95,1.0333333333333334,0.6833333333333333,0.8833333333333333,0.4,0.35,0.4,0.3666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
179,1541149535699,27830,0.7166666666666667,0.25,0.7166666666666667,0.0,0.7333333333333333,0.0,0.25,0.2333333333333333,0.0,0.25,0.0,0.7166666666666667,0.31666666666666665,0.3,0.3666666666666665,0.5833333333333334,0.6,0.0,0.6,0.6666666666666666,0.0,0.7333333333333333,0.6833333333333333,0.0,0.6,0.0,0.7,0.0,0.0,0.0,0.0,0.4,0.35,0.4,0.3666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
182,1541149535780,27911,0.7166666666666667,0.25,0.7166666666666667,0.7833333333333333,0.7333333333333333,0.7666666666666667,0.25,0.2333333333333333,0.0,0.25,0.0,0.7166666666666667,0.31666666666666665,0.3,0.3666666666666665,0.5833333333333334,0.6,0.0,0.6,0.6666666666666666,0.0,0.7333333333333333,0.6833333333333333,0.0,0.6,0.0,0.7,0.0,0.0,0.6833333333333333,0.0,0.4,0.35,0.4,0.3666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
183,1541149535803,27934,0.7166666666666667,0.25,0.7166666666666667,0.7833333333333333,0.7333333333333333,0.7666666666666667,0.25,0.2333333333333333,0.7833333333333333,0.25,0.75,0.7166666666666667,0.31666666666666665,0.3,0.3666666666666665,0.5833333333333334,0.6,0.95,0.6,0.6666666666666666,0.95,0.7333333333333333,0.6833333333333333,0.8666666666666667,0.6,0.8666666666666667,0.7,0.95,0.0,0.6833333333333333,0.8833333333333333,0.4,0.35,0.4,0.3666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
187,1541149535890,28021,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.2333333333333333,0.0,0.25,0.0,0.0,0.31666666666666665,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
189,1541149535934,28065,0.7166666666666667,0.25,0.7166666666666667,0.0,0.7333333333333333,0.0,0.25,0.2333333333333333,0.0,0.25,0.0,0.7166666666666667,0.31666666666666665,0.3,0.3666666666666665,0.5833333333333334,0.6,0.0,0.6,0.6666666666666666,0.0,0.7333333333333333,0.6833333333333333,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.35,0.4,0.3666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
194,1541149536058,28189,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.2333333333333333,0.0,0.25,0.0,0.0,0.31666666666666665,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.4,0.3666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
195,1541149536078,28209,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.2333333333333333,0.0,0.25,0.0,0.0,0.31666666666666665,0.3,0.3666666666666665,0.5833333333333334,0.6,0.0,0.6,0.0,0.0,0.7333333333333333,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.35,0.4,0.3666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
199,1541149536157,28288,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.2333333333333333,0.0,0.25,0.0,0.0,0.31666666666666665,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
211,1541149536460,28591,0.7166666666666667,0.25,0.7166666666666667,0.0,0.7333333333333333,0.0,0.25,0.2333333333333333,0.0,0.25,0.0,0.7166666666666667,0.31666666666666665,0.3,0.3666666666666665,0.5833333333333334,0.6,0.0,0.6,0.6666666666666666,0.0,0.7333333333333333,0.6833333333333333,0.0,0.6,0.0,0.7,0.0,0.0,0.6833333333333333,0.0,0.4,0.35,0.4,0.3666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
212,1541149536480,28611,0.7166666666666667,0.25,0.7166666666666667,0.0,0.7333333333333333,0.0,0.25,0.2333333333333333,0.0,0.25,0.0,0.0,0.31666666666666665,0.3,0.3666666666666665,0.5833333333333334,0.6,0.0,0.6,0.0,0.0,0.7333333333333333,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.35,0.4,0.3666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
